Date/Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2017-02-06 06:00:00,-2.6,-3.3,95.0,15.0,3.2,99.57,Snow Showers
2017-02-06 07:00:00,-3.0,-3.8,94.0,20.0,2.4,99.66,Snow Showers
2017-02-06 08:00:00,-3.3,-4.6,91.0,21.0,4.8,99.73,Snow Showers
2017-02-06 10:00:00,-2.4,-5.9,77.0,18.0,16.1,99.86,Cloudy
2017-02-06 13:00:00,-0.7,-5.5,70.0,15.0,19.3,99.97,Cloudy
2017-02-06 15:00:00,-0.9,-4.4,77.0,17.0,12.9,100.03,Snow Showers
2017-02-06 16:00:00,-1.9,-3.5,89.0,8.0,1.2,100.17,Snow Showers
2017-02-06 17:00:00,-2.1,-2.7,96.0,1.0,1.2,100.28,Snow
2017-02-07 06:00:00,-2.5,-3.9,90.0,14.0,24.1,100.68,Snow
2017-02-07 07:00:00,-4.6,-5.7,92.0,12.0,19.3,100.6,Cloudy
2017-02-07 10:00:00,-2.7,-5.5,81.0,9.0,32.2,100.67,Clear
2017-02-07 13:00:00,0.2,-5.0,68.0,8.0,32.2,100.7,Clear
2017-02-07 16:00:00,1.4,-2.6,75.0,7.0,32.2,100.91,Cloudy
2017-02-08 07:00:00,-4.4,-8.4,74.0,12.0,48.3,101.63,Cloudy
2017-02-08 10:00:00,-2.9,-7.3,72.0,9.0,48.3,101.44,Cloudy
2017-02-08 12:00:00,-1.8,-6.6,70.0,9.0,24.1,101.34,Snow
2017-02-08 13:00:00,-1.2,-4.7,77.0,5.0,48.3,101.24,Cloudy
2017-02-08 14:00:00,-1.4,-3.3,87.0,8.0,0.8,101.16,Moderate Snow
2017-02-08 15:00:00,-1.6,-2.4,94.0,8.0,11.3,101.01,Snow
2017-02-08 16:00:00,-1.7,-2.8,92.0,9.0,16.1,100.91,Snow
2017-02-08 17:00:00,-1.8,-2.6,94.0,9.0,1.2,100.76,Snow
2017-02-09 06:00:00,0.3,0.0,98.0,11.0,9.7,99.27,"Rain,Fog"
2017-02-09 07:00:00,0.6,0.3,98.0,10.0,12.9,99.19,Rain
2017-02-09 08:00:00,0.9,0.6,98.0,9.0,12.9,99.02,Rain
2017-02-09 09:00:00,1.4,1.1,98.0,9.0,4.8,98.94,"Rain,Fog"
2017-02-09 10:00:00,2.2,1.9,98.0,9.0,3.2,98.92,"Moderate Rain,Fog"
2017-02-09 11:00:00,2.2,1.9,98.0,15.0,3.2,98.89,"Heavy Rain,Fog"
2017-02-09 12:00:00,1.6,1.3,98.0,10.0,4.8,98.8,"Rain,Fog"
2017-02-09 13:00:00,2.2,1.9,98.0,5.0,2.0,98.78,"Drizzle,Fog"
2017-02-09 14:00:00,2.4,2.1,98.0,16.0,12.9,98.7,Rain
2017-02-09 16:00:00,4.8,3.5,91.0,22.0,24.1,98.99,Cloudy
2017-02-10 07:00:00,4.5,3.2,91.0,20.0,24.1,100.2,Cloudy
2017-02-10 09:00:00,4.9,3.3,89.0,18.0,24.1,100.21,Rain
2017-02-10 10:00:00,5.9,3.1,82.0,24.0,24.1,100.26,Cloudy
2017-02-10 12:00:00,6.0,2.7,79.0,22.0,24.1,100.24,Rain
2017-02-10 13:00:00,5.5,3.5,87.0,19.0,24.1,100.29,Rain
2017-02-10 16:00:00,5.4,0.8,72.0,37.0,24.1,100.68,Cloudy
2017-02-11 07:00:00,1.7,0.2,90.0,13.0,48.3,102.67,Cloudy
2017-02-11 10:00:00,3.4,1.6,88.0,12.0,48.3,103.0,Cloudy
2017-02-11 13:00:00,6.4,2.1,74.0,10.0,48.3,103.18,Cloudy
2017-02-11 16:00:00,6.0,2.8,80.0,13.0,32.2,103.32,Cloudy
2017-02-12 07:00:00,1.6,0.9,95.0,9.0,24.1,103.16,Cloudy
2017-02-12 10:00:00,2.9,1.9,93.0,3.0,32.2,103.22,Cloudy
2017-02-12 13:00:00,5.8,3.0,82.0,8.0,32.2,103.09,Clear
2017-02-12 16:00:00,6.1,2.9,80.0,8.0,32.2,102.91,Cloudy
2017-02-13 07:00:00,0.9,0.0,94.0,6.0,48.3,102.71,Clear
2017-02-13 10:00:00,4.9,2.6,85.0,0.0,48.3,102.63,Clear
2017-02-13 13:00:00,7.3,5.5,88.0,14.0,48.3,102.43,Clear
2017-02-13 16:00:00,7.1,5.3,88.0,9.0,48.3,102.17,Clear
2017-02-14 07:00:00,2.7,1.5,92.0,12.0,48.3,101.79,Cloudy
2017-02-14 10:00:00,6.8,2.7,75.0,14.0,48.3,101.75,Cloudy
2017-02-14 13:00:00,10.6,3.4,61.0,15.0,48.3,101.4,Cloudy
2017-02-14 16:00:00,9.6,3.8,67.0,8.0,48.3,101.08,Cloudy
2017-02-15 06:00:00,9.2,8.3,94.0,21.0,12.9,100.47,Rain
2017-02-15 07:00:00,9.6,8.4,92.0,20.0,24.1,100.52,Cloudy
2017-02-15 10:00:00,10.2,8.8,91.0,19.0,24.1,100.53,Cloudy
2017-02-15 11:00:00,10.6,9.2,91.0,25.0,24.1,100.42,Rain
2017-02-15 12:00:00,11.0,9.9,93.0,21.0,9.7,100.37,"Rain,Fog"
2017-02-15 13:00:00,10.6,10.0,96.0,16.0,12.9,100.25,Rain
2017-02-15 14:00:00,10.5,9.7,95.0,23.0,19.3,100.05,Rain
2017-02-15 15:00:00,10.9,9.8,93.0,31.0,19.3,99.84,Rain
2017-02-15 16:00:00,10.8,9.9,94.0,24.0,16.1,99.66,Rain
2017-02-15 17:00:00,10.8,9.9,94.0,27.0,24.1,99.52,Rain
2017-02-16 07:00:00,10.1,5.1,71.0,8.0,48.3,99.29,Cloudy
2017-02-16 10:00:00,8.7,4.2,73.0,7.0,48.3,99.53,Cloudy
2017-02-16 13:00:00,11.2,5.3,67.0,11.0,48.3,99.69,Cloudy
2017-02-16 16:00:00,10.9,4.8,66.0,5.0,48.3,99.87,Cloudy
2017-02-17 07:00:00,6.7,5.3,91.0,19.0,16.1,100.69,Rain
2017-02-17 08:00:00,6.6,5.9,95.0,13.0,9.7,100.71,"Rain Showers,Fog"
2017-02-17 09:00:00,7.0,6.1,94.0,13.0,16.1,100.72,Rain
2017-02-17 10:00:00,7.8,6.4,91.0,13.0,24.1,100.69,Cloudy
2017-02-17 13:00:00,9.3,4.5,72.0,8.0,32.2,100.53,Cloudy
2017-02-17 16:00:00,8.8,5.6,80.0,17.0,32.2,100.28,Clear
2017-02-18 07:00:00,4.9,4.0,94.0,21.0,24.1,99.77,Rain
2017-02-18 08:00:00,4.9,4.0,94.0,18.0,19.3,99.76,Rain
2017-02-18 09:00:00,5.1,3.9,92.0,13.0,19.3,99.72,Rain
2017-02-18 10:00:00,5.5,3.8,89.0,8.0,16.1,99.68,Rain
2017-02-18 12:00:00,5.7,3.9,88.0,19.0,24.1,99.59,Rain
2017-02-18 13:00:00,5.7,4.7,93.0,17.0,16.1,99.56,Rain
2017-02-18 14:00:00,5.9,4.4,90.0,13.0,16.1,99.53,Rain
2017-02-18 15:00:00,5.7,4.2,90.0,10.0,16.1,99.53,Rain
2017-02-18 16:00:00,5.7,4.4,91.0,8.0,19.3,99.53,Rain
2017-02-19 07:00:00,5.5,4.0,90.0,12.0,24.1,99.48,Cloudy
2017-02-19 08:00:00,5.5,4.2,91.0,17.0,24.1,99.49,Rain
2017-02-19 09:00:00,5.7,4.5,92.0,14.0,24.1,99.52,Rain
2017-02-19 10:00:00,6.2,4.9,91.0,10.0,19.3,99.55,Rain
2017-02-19 12:00:00,6.4,4.6,88.0,22.0,16.1,99.65,Rain
2017-02-19 13:00:00,6.7,4.7,87.0,19.0,16.1,99.64,Rain
2017-02-19 14:00:00,7.3,5.6,89.0,22.0,16.1,99.64,Rain
2017-02-19 16:00:00,8.1,4.5,78.0,30.0,24.1,99.7,Cloudy
2017-02-20 07:00:00,4.9,3.4,90.0,14.0,32.2,99.99,Cloudy
2017-02-20 10:00:00,7.4,4.4,81.0,9.0,32.2,100.01,Cloudy
2017-02-20 13:00:00,7.5,6.0,90.0,30.0,32.2,100.08,Cloudy
2017-02-20 16:00:00,6.6,5.1,90.0,24.0,32.2,100.36,Cloudy
2017-02-21 07:00:00,4.3,3.0,91.0,26.0,32.2,100.79,Cloudy
2017-02-21 10:00:00,6.3,4.1,86.0,30.0,32.2,101.09,Cloudy
2017-02-21 13:00:00,6.6,3.9,83.0,25.0,32.2,101.29,Cloudy
2017-02-21 16:00:00,7.0,2.7,74.0,3.0,48.3,101.45,Cloudy
2017-02-22 07:00:00,2.4,1.1,91.0,8.0,48.3,102.12,Cloudy
2017-02-22 10:00:00,4.6,1.8,82.0,6.0,32.2,102.22,Cloudy
2017-02-22 13:00:00,6.3,2.4,76.0,17.0,32.2,102.19,Clear
2017-02-22 16:00:00,6.1,1.8,74.0,21.0,48.3,102.16,Clear
2017-02-23 07:00:00,1.3,-0.3,89.0,3.0,48.3,102.38,Cloudy
2017-02-23 10:00:00,4.5,-0.3,71.0,4.0,48.3,102.46,Cloudy
2017-02-23 13:00:00,5.5,1.3,74.0,22.0,48.3,102.4,Clear
2017-02-23 16:00:00,5.0,-0.4,68.0,11.0,48.3,102.23,Clear
2017-02-24 07:00:00,1.8,0.3,90.0,19.0,24.1,102.04,Cloudy
2017-02-24 10:00:00,3.7,-0.5,74.0,17.0,32.2,102.17,Cloudy
2017-02-24 13:00:00,6.1,-1.5,58.0,12.0,48.3,102.24,Cloudy
2017-02-24 16:00:00,6.1,-0.9,61.0,13.0,48.3,102.23,Clear
2017-02-25 07:00:00,-1.1,-2.8,88.0,8.0,32.2,102.4,Clear
2017-02-25 10:00:00,2.9,-0.7,77.0,11.0,48.3,102.28,Cloudy
2017-02-25 13:00:00,4.5,-0.3,71.0,9.0,48.3,102.08,Cloudy
2017-02-25 16:00:00,5.3,0.1,69.0,8.0,48.3,101.73,Cloudy
2017-02-26 07:00:00,1.8,-0.8,83.0,13.0,32.2,100.68,Cloudy
2017-02-26 10:00:00,4.3,0.1,74.0,2.0,32.2,100.78,Cloudy
2017-02-26 13:00:00,6.4,2.3,75.0,30.0,32.2,100.7,Clear
2017-02-26 16:00:00,6.4,2.3,75.0,32.0,32.2,100.66,Clear
2017-02-27 07:00:00,1.2,-4.9,64.0,14.0,24.1,100.63,Cloudy
2017-02-27 08:00:00,0.9,-5.4,63.0,11.0,24.1,100.64,Snow Showers
2017-02-27 09:00:00,0.2,-3.0,79.0,17.0,24.1,100.65,Snow Showers
2017-02-27 10:00:00,-0.2,-1.3,92.0,16.0,6.4,100.63,Snow
2017-02-27 13:00:00,2.0,-1.1,80.0,4.0,24.1,100.5,Cloudy
2017-02-27 16:00:00,3.1,-0.7,76.0,13.0,48.3,100.51,Clear
2017-02-28 07:00:00,0.4,-1.5,87.0,8.0,16.1,101.35,Snow Showers
2017-02-28 08:00:00,-0.2,-1.2,93.0,11.0,1.6,101.47,Snow
2017-02-28 09:00:00,0.2,-1.0,92.0,7.0,8.1,101.59,Snow
2017-02-28 10:00:00,1.5,-0.3,88.0,10.0,24.1,101.65,Cloudy
2017-02-28 13:00:00,4.2,-0.8,70.0,4.0,24.1,101.83,Cloudy
2017-02-28 16:00:00,4.3,0.1,74.0,19.0,24.1,101.9,Rain
